char,sourceFile,motion,frame,manifestBodyBounds_w,manifestBodyBounds_h,manifestVisualBounds_w,manifestVisualBounds_h,manifestFootAnchor_x,manifestFootAnchor_y,manifestOffset_x,manifestOffset_y,manifestBattleScale,myAlphaBBox_w,myAlphaBBox_h,myAlphaBBox_footY,myAlphaBBox_centerX,manifestVsAlpha_heightDeltaPx,automatedFaceTemplateMatchScale_UNRELIABLE,automatedMatchConfidence_UNRELIABLE,visualJudgement,causeCandidate,comment
chirka,assets/art/runtime/chirka/p1/mid/f2.png,mid,F2,236,271,236,271,120,274.344,-120,-274.344,0.5,238,272,272,119.5,1,0.25,0.6282992362976074,OK,N/A (no anomaly found on visual review),
chirka,assets/art/runtime/chirka/p1/mid/f3.png,mid,F3,292,267,292,267,146,269.684,-146,-269.684,0.5,292,269,269,145.5,2,0.25,0.7152732610702515,OK,N/A (no anomaly found on visual review),
chirka,assets/art/runtime/chirka/p1/mid/f4.png,mid,F4,235,271,235,271,119.5,273.031,-119.5,-273.031,0.5,236,273,273,119.5,2,0.25,0.5865285992622375,OK,N/A (no anomaly found on visual review),
chirka,assets/art/runtime/chirka/p1/mikiri/f1.png,mikiri,F1,234,261,234,261,119,266.315,-119,-266.315,0.5,236,263,263,118.5,2,0.44565217391304346,0.5952953100204468,OK,N/A (no anomaly found on visual review),
chirka,assets/art/runtime/chirka/p1/mikiri/f2.png,mikiri,F2,271,229,271,229,137.5,234.316,-137.5,-234.316,0.5,272,231,231,136.5,2,0.25,0.7166356444358826,OK,N/A (no anomaly found on visual review),
chirka,assets/art/runtime/chirka/p1/mikiri/f3.png,mikiri,F3,292,213,292,248,146,253.313,-146,-253.313,0.5,292,249,249,145.5,1,0.6413043478260869,0.8076888918876648,OK,N/A (no anomaly found on visual review),
chirka,assets/art/runtime/chirka/p1/mikiri/f4.png,mikiri,F4,227,258,255,258,143.5,260.03,-143.5,-260.03,0.5,257,260,260,129.0,2,0.25,0.6224157810211182,OK,N/A (no anomaly found on visual review),
chirka,assets/art/runtime/chirka/p1/roar/f1.png,roar,F1,272,300,272,300,138,302.687,-138,-302.687,0.5,274,302,302,137.5,2,0.25,0.587380051612854,OK,N/A (no anomaly found on visual review),
chirka,assets/art/runtime/chirka/p1/roar/f2.png,roar,F2,274,329,274,329,139,331.684,-139,-331.684,0.5,276,330,330,138.5,1,0.25,0.6455479860305786,OK,N/A (no anomaly found on visual review),
chirka,assets/art/runtime/chirka/p1/roar/f3.png,roar,F3,289,334,289,334,146.5,336.031,-146.5,-336.031,0.5,290,336,336,145.5,2,0.25,0.6267903447151184,OK,N/A (no anomaly found on visual review),
chirka,assets/art/runtime/chirka/p1/roar/f4.png,roar,F4,258,302,258,302,131,306,-131,-306,0.5,260,303,303,130.5,1,0.25,0.7087048888206482,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_01/f1.png,cmd_01,F1,227,285,227,285,115.5,287.147,-115.5,-287.147,0.5,229,287,287,115.0,2,0.25,0.7337062954902649,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_01/f2.png,cmd_01,F2,242,252,242,252,121,256.617,-121,-256.617,0.5,243,254,254,121.0,2,0.25,0.7286486625671387,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_01/f3.png,cmd_01,F3,300,243,300,243,150,248.853,-150,-248.853,0.5,300,245,245,149.5,2,0.2826086956521739,0.7280609607696533,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_01/f4.png,cmd_01,F4,208,269,208,269,106,274.849,-106,-274.849,0.5,210,271,271,105.5,2,0.4782608695652174,0.707018256187439,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_02/f1.png,cmd_02,F1,200,230,262,230,102,241.389,-102,-241.389,0.5,263,232,232,133.0,2,0.25,0.6996557116508484,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_02/f2.png,cmd_02,F2,272,223,272,223,136,233.152,-136,-233.152,0.5,272,225,225,135.5,2,0.25,0.6997876167297363,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_02/f3.png,cmd_02,F3,175,319,175,343,89.5,338.988,-89.5,-338.988,0.5,177,345,345,89.0,2,0.5108695652173914,0.7549729347229004,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_02/f4.png,cmd_02,F4,206,228,208,228,107,230.154,-107,-230.154,0.5,210,230,230,105.5,2,0.25,0.7503979802131653,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_03/f1.png,cmd_03,F1,193,238,260,238,98.5,240.148,-98.5,-240.148,0.5,263,240,240,131.0,2,0.25,0.7118241786956787,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_03/f2.png,cmd_03,F2,273,218,273,218,136.5,225.7,-136.5,-225.7,0.5,273,220,220,136.0,2,0.34782608695652173,0.7446618676185608,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_03/f3.png,cmd_03,F3,262,222,262,222,133,227.232,-133,-227.232,0.5,263,224,224,132.0,2,0.44565217391304346,0.6731895804405212,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_03/f4.png,cmd_03,F4,185,233,240,233,149.5,235.153,-149.5,-235.153,0.5,242,235,235,121.5,2,0.41304347826086957,0.7207325100898743,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_04/f1.png,cmd_04,F1,178,228,262,228,91,230.766,-91,-230.766,0.5,263,230,230,132.0,2,0.41304347826086957,0.6821797490119934,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_04/f2.png,cmd_04,F2,238,201,238,201,119,204.383,-119,-204.383,0.5,239,203,203,119.0,2,0.31521739130434784,0.7809574604034424,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_04/f3.png,cmd_04,F3,273,180,273,180,137.5,182.148,-137.5,-182.148,0.5,274,182,182,136.5,2,0.31521739130434784,0.7545953989028931,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_04/f4.png,cmd_04,F4,204,181,239,181,138,184.383,-138,-184.383,0.5,240,183,183,120.5,2,0.25,0.7379119396209717,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_05/f1.png,cmd_05,F1,188,251,257,251,96,253.148,-96,-253.148,0.5,260,253,253,129.5,2,0.41304347826086957,0.7235760688781738,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_05/f2.png,cmd_05,F2,249,229,249,229,124.5,235.466,-124.5,-235.466,0.5,250,231,231,124.5,2,0.3804347826086957,0.7984456419944763,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_05/f3.png,cmd_05,F3,221,281,252,301,112.5,306.235,-112.5,-306.235,0.5,254,303,303,127.5,2,0.25,0.7746885418891907,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_05/f4.png,cmd_05,F4,238,214,238,214,119,217.382,-119,-217.382,0.5,239,216,216,119.0,2,0.34782608695652173,0.7720587849617004,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_06/f1.png,cmd_06,F1,190,248,258,248,97,250.147,-97,-250.147,0.5,259,250,250,130.0,2,0.34782608695652173,0.7831141948699951,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_06/f2.png,cmd_06,F2,259,219,259,219,129.5,224.848,-129.5,-224.848,0.5,260,221,221,129.5,2,0.34782608695652173,0.7504262924194336,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_06/f3.png,cmd_06,F3,261,219,261,219,132.5,223,-132.5,-223,0.5,261,221,221,132.0,2,0.41304347826086957,0.6921175718307495,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_06/f4.png,cmd_06,F4,223,227,247,227,136.5,231,-136.5,-231,0.5,249,229,229,124.0,2,0.34782608695652173,0.7567510008811951,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_07/f1.png,cmd_07,F1,176,234,233,234,90,236.15,-90,-236.15,0.5,235,236,236,118.0,2,0.34782608695652173,0.7459010481834412,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_07/f2.png,cmd_07,F2,233,197,233,197,116.5,203.466,-116.5,-203.466,0.5,234,199,199,116.5,2,0.31521739130434784,0.7762451171875,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_07/f3.png,cmd_07,F3,274,196,274,196,137,199.383,-137,-199.383,0.5,274,198,198,136.5,2,0.41304347826086957,0.7434072494506836,OK,N/A (no anomaly found on visual review),
dark_moguzo,assets/art/runtime/dark_moguzo/p1/cmd_07/f4.png,cmd_07,F4,217,200,227,200,120.5,203.384,-120.5,-203.384,0.5,229,202,202,115.0,2,0.31521739130434784,0.7874670624732971,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/legacy_crouch/crouch.png,pose:crouch,crouch,476,369,476,369,241,371.968,-241,-371.968,0.5,477,370,372,241.0,1,0.7391304347826086,0.6465088129043579,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/legacy_crouch_atk/crouch_atk.png,pose:crouch_atk,crouch_atk,601,367,601,367,303.5,369.967,-303.5,-369.967,0.5,602,368,370,302.5,1,1.4239130434782608,0.6983710527420044,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/downset/down.png,pose:down,down,613,242,613,242,309.5,270.179,-309.5,-270.179,0.5,614,243,245,309.5,1,0.6086956521739131,0.6644532680511475,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/common_basic/flinch.png,pose:flinch,flinch,525,400,525,400,265.5,501.945,-265.5,-501.945,0.5,526,401,403,265.5,1,0.3804347826086957,0.7339947819709778,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/downset/getup.png,pose:getup,getup,558,365,558,365,282,396.272,-282,-396.272,0.5,560,366,368,281.5,1,1.5869565217391304,0.736357569694519,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/legacy_grabbed/grabbed.png,pose:grabbed,grabbed,342,413,342,413,174,412.971,-174,-412.971,0.5,343,414,413,174.0,1,0.31521739130434784,0.8070762753486633,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/common_basic/guard.png,pose:guard,guard,462,483,462,483,234,485.969,-234,-485.969,0.5,464,484,486,233.5,1,0.3804347826086957,0.8492168188095093,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/common_basic/idle.png,pose:idle,idle,459,372,459,372,232.5,374.968,-232.5,-374.968,0.5,461,373,375,232.0,1,1.75,0.7473295331001282,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/downset/ko.png,pose:ko,ko,601,211,601,211,303.5,244.251,-303.5,-244.251,0.5,602,212,214,303.5,1,0.31521739130434784,0.6439211368560791,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/legacy_lunge/lunge.png,pose:lunge,lunge,552,448,552,448,279,450.973,-279,-450.973,0.5,553,449,451,279.0,1,1.4891304347826086,0.7285295724868774,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/legacy_sway/sway.png,pose:sway,sway,467,551,467,551,236.5,553.973,-236.5,-553.973,0.5,468,552,554,236.5,1,0.34782608695652173,0.8216040730476379,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/downset/ult_charge.png,pose:ult_charge,ult_charge,547,462,547,462,276.5,464.974,-276.5,-464.974,0.5,548,463,465,276.5,1,1.7826086956521738,0.755699634552002,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/common_basic/victory.png,pose:victory,victory,545,349,545,349,275.5,453.835,-275.5,-453.835,0.5,546,350,352,275.5,1,1.0326086956521738,0.7296299338340759,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_01/f1.png,cmd_01,F1,341,440,341,440,173.5,496.452,-173.5,-496.452,0.5,342,441,443,173.5,1,0.967391304347826,0.79216068983078,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_01/f2.png,cmd_01,F2,446,414,446,414,223,468.462,-223,-468.462,0.5,447,415,417,223.0,1,0.25,0.7466363906860352,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_01/f3.png,cmd_01,F3,448,448,448,448,224,450.973,-224,-450.973,0.5,448,449,451,223.5,1,0.25,0.6840875744819641,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_01/f4.png,cmd_01,F4,344,439,380,440,175,495.443,-175,-495.443,0.5,381,442,443,193.0,2,0.9021739130434783,0.7942118644714355,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_02/f1.png,cmd_02,F1,333,468,333,468,169.5,474,-169.5,-474,0.5,334,469,471,169.5,1,0.8369565217391304,0.8222761154174805,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_02/f2.png,cmd_02,F2,422,438,422,438,211,446.018,-211,-446.018,0.5,422,439,441,210.5,1,0.9347826086956521,0.7937784194946289,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_02/f3.png,cmd_02,F3,422,457,422,457,211,459.974,-211,-459.974,0.5,422,458,460,210.5,1,1.2282608695652173,0.7732762098312378,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_02/f4.png,cmd_02,F4,336,455,367,455,202,461,-202,-461,0.5,368,457,458,186.5,2,0.8369565217391304,0.8220754861831665,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_03/f1.png,cmd_03,F1,323,466,323,466,164.5,468.974,-164.5,-468.974,0.5,324,467,469,164.5,1,0.8369565217391304,0.814995527267456,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_03/f2.png,cmd_03,F2,388,447,388,447,194,454.009,-194,-454.009,0.5,388,449,450,193.5,2,0.8695652173913043,0.8159534931182861,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_03/f3.png,cmd_03,F3,382,427,382,427,191,429.972,-191,-429.972,0.5,383,428,429,191.0,1,1.4239130434782608,0.7457631230354309,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_03/f4.png,cmd_03,F4,339,464,339,464,172.5,466.974,-172.5,-466.974,0.5,340,465,467,172.5,1,0.7717391304347826,0.8458786010742188,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_04/f1.png,cmd_04,F1,337,468,425,468,171.5,470.974,-171.5,-470.974,0.5,426,469,471,215.5,1,0.8369565217391304,0.8092013001441956,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_04/f2.png,cmd_04,F2,410,448,410,448,205,451.982,-205,-451.982,0.5,411,449,451,205.0,1,1.0652173913043477,0.696126401424408,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_04/f3.png,cmd_04,F3,448,447,448,451,224,454.982,-224,-454.982,0.5,448,452,454,223.5,1,1.1630434782608696,0.79258131980896,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_04/f4.png,cmd_04,F4,353,441,397,441,221.5,444.982,-221.5,-444.982,0.5,398,442,444,199.5,1,0.8369565217391304,0.836448609828949,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_05/f1.png,cmd_05,F1,328,463,382,463,167,519.43,-167,-519.43,0.5,383,465,466,194.0,2,0.8369565217391304,0.8054067492485046,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_05/f2.png,cmd_05,F2,378,529,434,529,189,577.396,-189,-577.396,0.5,435,530,532,217.0,1,1.1956521739130435,0.7660112977027893,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_05/f3.png,cmd_05,F3,437,611,437,616,218.5,618.971,-218.5,-618.971,0.5,437,617,619,218.0,1,1.0652173913043477,0.8422510623931885,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_05/f4.png,cmd_05,F4,353,405,422,437,213.5,457.128,-213.5,-457.128,0.5,423,438,440,212.0,1,1.1956521739130435,0.7187799215316772,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_06/f1.png,cmd_06,F1,333,460,390,460,169.5,476.087,-169.5,-476.087,0.5,391,462,463,198.0,2,0.31521739130434784,0.8001963496208191,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_06/f2.png,cmd_06,F2,402,369,402,369,201,384.097,-201,-384.097,0.5,403,370,372,201.0,1,0.25,0.7503659725189209,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_06/f3.png,cmd_06,F3,448,345,448,346,224,347.966,-224,-347.966,0.5,448,347,349,223.5,1,1.5869565217391304,0.6675444841384888,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_06/f4.png,cmd_06,F4,355,409,412,410,235.5,422.058,-235.5,-422.058,0.5,413,411,413,207.0,1,0.7717391304347826,0.748706042766571,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_07/f1.png,cmd_07,F1,320,452,390,452,163,467.079,-163,-467.079,0.5,391,454,455,198.0,2,0.8369565217391304,0.7927054166793823,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_07/f2.png,cmd_07,F2,385,413,385,413,192.5,429.096,-192.5,-429.096,0.5,386,414,416,192.5,1,0.9347826086956521,0.7148768901824951,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_07/f3.png,cmd_07,F3,422,410,422,413,211,412.942,-211,-412.942,0.5,422,414,416,210.5,1,1.2282608695652173,0.7698176503181458,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/cmd_07/f4.png,cmd_07,F4,334,423,404,426,220,438.056,-220,-438.056,0.5,405,427,429,203.0,1,0.8369565217391304,0.8133338689804077,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/grab/f1.png,grab,F1,323,458,323,458,164.5,468.035,-164.5,-468.035,0.5,324,459,461,164.5,1,0.8369565217391304,0.8386439085006714,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/grab/f2.png,grab,F2,422,445,422,445,211,455.036,-211,-455.036,0.5,422,446,448,210.5,1,0.9021739130434783,0.832686185836792,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/grab/f3.png,grab,F3,337,455,337,455,171.5,457.974,-171.5,-457.974,0.5,337,456,458,171.0,1,0.7717391304347826,0.809756338596344,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/grab/f4.png,grab,F4,323,455,323,455,164.5,464.026,-164.5,-464.026,0.5,324,456,458,164.5,1,0.8369565217391304,0.8324649930000305,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/high/f1.png,high,F1,369,514,369,514,187.5,518.99,-187.5,-518.99,0.5,370,515,516,187.5,1,0.3804347826086957,0.8193750381469727,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/high/f2.png,high,F2,366,462,366,462,186,468,-186,-468,0.5,367,464,465,186.0,2,0.5760869565217391,0.7283810973167419,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/high/f3.png,high,F3,448,433,448,433,224,440.009,-224,-440.009,0.5,448,434,436,223.5,1,0.9021739130434783,0.7729523777961731,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/high/f4.png,high,F4,375,448,375,448,190.5,450.973,-190.5,-450.973,0.5,376,450,451,190.5,2,0.8369565217391304,0.8327300548553467,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/low/f1.png,low,F1,353,321,353,321,179.5,323.972,-179.5,-323.972,0.5,354,322,324,179.5,1,1.2282608695652173,0.7486013174057007,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/low/f2.png,low,F2,346,276,346,276,176,280.989,-176,-280.989,0.5,347,277,279,175.0,1,0.4782608695652174,0.6495732665061951,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/low/f3.png,low,F3,364,256,364,256,185,259.985,-185,-259.985,0.5,364,257,259,184.5,1,0.41304347826086957,0.6837192177772522,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/low/f4.png,low,F4,279,334,321,334,184.5,338.991,-184.5,-338.991,0.5,322,335,337,163.5,1,0.9021739130434783,0.7575080990791321,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/mid/f1.png,mid,F1,368,447,368,447,187,449.973,-187,-449.973,0.5,369,449,450,187.0,2,1.391304347826087,0.7794830799102783,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/mid/f2.png,mid,F2,387,432,387,432,193.5,436.991,-193.5,-436.991,0.5,388,433,435,193.5,1,0.8369565217391304,0.7177784442901611,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/mid/f3.png,mid,F3,422,425,422,425,211,429.991,-211,-429.991,0.5,422,426,428,210.5,1,1.0326086956521738,0.771182119846344,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/mid/f4.png,mid,F4,365,450,365,450,185.5,453.982,-185.5,-453.982,0.5,366,452,453,185.5,2,0.7717391304347826,0.8441911339759827,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/mikiri/f1.png,mikiri,F1,345,464,345,464,175.5,466.974,-175.5,-466.974,0.5,346,465,467,175.5,1,0.967391304347826,0.7968953251838684,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/mikiri/f2.png,mikiri,F2,361,395,361,395,183.5,401,-183.5,-401,0.5,363,396,398,183.0,1,1.1304347826086958,0.7746979594230652,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/mikiri/f3.png,mikiri,F3,348,434,348,434,177,436.972,-177,-436.972,0.5,348,435,437,176.5,1,0.7391304347826086,0.7110750675201416,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/mikiri/f4.png,mikiri,F4,336,441,336,441,171,443.973,-171,-443.973,0.5,337,442,444,171.0,1,0.9021739130434783,0.8189992904663086,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/roar/f1.png,roar,F1,364,522,364,522,185,525.981,-185,-525.981,0.5,365,524,525,185.0,2,0.7717391304347826,0.8797957301139832,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/roar/f2.png,roar,F2,375,539,375,539,187.5,542.981,-187.5,-542.981,0.5,376,541,542,187.5,2,0.9021739130434783,0.7626380324363708,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/roar/f3.png,roar,F3,407,548,407,548,203.5,550.973,-203.5,-550.973,0.5,408,549,551,203.5,1,0.8369565217391304,0.7891037464141846,OK,N/A (no anomaly found on visual review),
godan,assets/art/runtime/godan/p1/roar/f4.png,roar,F4,365,523,406,523,182.5,526.981,-182.5,-526.981,0.5,407,524,526,203.0,1,0.9021739130434783,0.8480589389801025,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/legacy_crouch/crouch.png,pose:crouch,crouch,352,246,352,246,178,247.951,-178,-247.951,0.5,352,247,247,177.5,1,0.25,0.5933564901351929,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/legacy_crouch_atk/crouch_atk.png,pose:crouch_atk,crouch_atk,406,242,406,242,203,243.95,-203,-243.95,0.5,406,242,243,202.5,0,0.25,0.6233261823654175,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/downset/down.png,pose:down,down,376,140,376,140,190,167.314,-190,-167.314,0.5,379,140,141,189.0,0,0.25,0.5852639079093933,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/common_basic/flinch.png,pose:flinch,flinch,342,340,342,348,173,382.817,-173,-382.817,0.5,343,348,349,172.0,0,0.2826086956521739,0.6794654726982117,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/downset/getup.png,pose:getup,getup,338,217,338,217,171,233.316,-171,-233.316,0.5,339,217,218,170.0,0,0.25,0.6314653754234314,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/legacy_grabbed/grabbed.png,pose:grabbed,grabbed,269,311,269,311,136.5,310.95,-136.5,-310.95,0.5,269,312,311,136.0,1,0.25,0.6463408470153809,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/common_basic/guard.png,pose:guard,guard,301,335,301,335,152.5,340.367,-152.5,-340.367,0.5,301,337,337,152.0,2,0.3804347826086957,0.6729201078414917,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/common_basic/idle.png,pose:idle,idle,298,361,298,361,151,362.949,-151,-362.949,0.5,300,361,362,150.5,0,0.2826086956521739,0.6363421082496643,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/downset/ko.png,pose:ko,ko,411,155,411,155,207.5,182.202,-207.5,-182.202,0.5,411,156,156,207.0,1,0.3804347826086957,0.6400202512741089,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/legacy_lunge/lunge.png,pose:lunge,lunge,361,301,361,301,182.5,302.948,-182.5,-302.948,0.5,363,301,302,182.0,0,0.25,0.6590468883514404,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/legacy_sway/sway.png,pose:sway,sway,284,348,284,348,144,349.946,-144,-349.946,0.5,286,348,349,143.5,0,0.25,0.6846485733985901,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/downset/ult_charge.png,pose:ult_charge,ult_charge,336,263,336,263,170,264.951,-170,-264.951,0.5,336,265,265,169.5,2,0.31521739130434784,0.5753702521324158,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/common_basic/victory.png,pose:victory,victory,313,357,313,357,158.5,382.25,-158.5,-382.25,0.5,315,357,356,158.0,0,0.25,0.5555447936058044,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_01/f1.png,cmd_01,F1,246,283,246,283,125,289.733,-125,-289.733,0.5,246,284,284,124.5,1,0.34782608695652173,0.6096485257148743,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_01/f2.png,cmd_01,F2,302,270,302,270,152,274.683,-152,-274.683,0.5,303,272,272,151.0,2,0.2826086956521739,0.6039310097694397,OK,N/A (no anomaly found on visual review),
